JavaScript,10
bpasero,6
CSS,7
CoffeeScript,5
Shell,5
Batchfile,3
HTML,9
joaomoreno,11
Python,4
C,1
Vala,1
CMake,1
PowerShell,2
Common Lisp,1
TypeScript,7
jrieken,3
alexandrudima,6
C++,1
isidorn,7
PHP,2
ApacheConf,1
Perl,1
aeschli,10
Rust,1
GCC Machine Description,1
Java,3
Tyriar,4
sandy081,8
ANTLR,1
mjbvz,5
roblourens,7
